"division_numeric_code","is_in_union","age_range","year","population_count","region_code"
24,"Y","15-49",1993,1827674.0017,
24,"N","15-49",1994,1140768.9105,
24,"Y","15-49",1994,1872408.5895,
24,"N","15-49",1995,1195195.4736,
24,"Y","15-49",1995,1918945.5264,
24,"N","15-49",1996,1253293.3845,
24,"Y","15-49",1996,1966519.1155,
24,"N","15-49",1997,1316174.0455,
24,"Y","15-49",1997,2016829.4545,
24,"N","15-49",1998,1383788.1512,
24,"Y","15-49",1998,2069972.8488,
24,"N","15-49",1999,1456231.9036,
24,"Y","15-49",1999,2125926.0964,
24,"N","15-49",2000,1533255.952,
24,"Y","15-49",2000,2183982.048,
24,"N","15-49",2001,1614572.8723,
24,"Y","15-49",2001,2243858.6277,
24,"N","15-49",2002,1682616.5521,
24,"Y","15-49",2002,2323284.4479,
24,"N","15-49",2003,1752933.0385,
24,"Y","15-49",2003,2405733.4615,
24,"N","15-49",2004,1825795.4967,
24,"Y","15-49",2004,2492243.0033,
24,"N","15-49",2005,1900594.4429,
24,"Y","15-49",2005,2582361.0571,
24,"N","15-49",2006,1977134.0964,
24,"Y","15-49",2006,2675810.9036,
24,"N","15-49",2007,2055855.1796,
24,"Y","15-49",2007,2773664.8204,
24,"N","15-49",2008,2136053.9394,
24,"Y","15-49",2008,2875147.0606,
24,"N","15-49",2009,2217991.5238,
24,"Y","15-49",2009,2980378.9762,
24,"N","15-49",2010,2303300.1865,
24,"Y","15-49",2010,3091696.3135,
24,"N","15-49",2011,2392287.2751,
24,"Y","15-49",2011,3209404.7249,
24,"N","15-49",2012,2484163.4261,
24,"Y","15-49",2012,3331421.0739,
24,"N","15-49",2013,2578426.17359999,
24,"Y","15-49",2013,3456284.3264,
24,"N","15-49",2014,2672423.1192,
24,"Y","15-49",2014,3579195.3808,
24,"N","15-49",2015,2766891.8806,
24,"Y","15-49",2015,3699795.1194,
24,"N","15-49",2016,2867492.83,
24,"Y","15-49",2016,3825270.67,
24,"N","15-49",2017,2975049.4534,
24,"Y","15-49",2017,3954848.5466,
24,"N","15-49",2018,3087606.6595,
24,"Y","15-49",2018,4084067.8405,
24,"N","15-49",2019,3206498.9095,
24,"Y","15-49",2019,4214708.0905,
24,"N","15-49",2020,3329314.1901,
24,"Y","15-49",2020,4343459.8099,
24,"N","15-49",2021,3458255.8409,
24,"Y","15-49",2021,4473574.6591,
24,"N","15-49",2022,3595066.6464,
24,"Y","15-49",2022,4608136.3536,
24,"N","15-49",2023,3737669.6543,
24,"Y","15-49",2023,4744603.3457,
24,"N","15-49",2024,3888460.2882,
24,"Y","15-49",2024,4885267.7118,
24,"N","15-49",2025,4046447.75659999,
24,"Y","15-49",2025,5030185.7434,
24,"N","15-49",2026,4210201.2626,
24,"Y","15-49",2026,5180077.7374,
24,"N","15-49",2027,4379785.8433,
24,"Y","15-49",2027,5335325.1567,
24,"N","15-49",2028,4555036.95450001,
24,"Y","15-49",2028,5496193.0455,
24,"N","15-49",2029,4734382.2518,
24,"Y","15-49",2029,5661684.7482,
24,"N","15-49",2030,4916556.52060001,
24,"Y","15-49",2030,5831463.4794,
24,"N","15-49",2031,5101220.59449999,
24,"Y","15-49",2031,6006067.9055,
24,"N","15-49",2032,5288041.2393,
24,"Y","15-49",2032,6185127.7607,
24,"N","15-49",2033,5477540.4868,
24,"Y","15-49",2033,6368920.0132,
24,"N","15-49",2034,5669839.43700001,
24,"Y","15-49",2034,6557065.063,
24,"N","15-49",2035,5865062.5689,
24,"Y","15-49",2035,6748096.9311,
24,"N","15-49",2036,6064141.11909999,
24,"Y","15-49",2036,6942384.3809,
24,"N","15-49",2037,6265875.60080001,
24,"Y","15-49",2037,7140450.8992,
24,"N","15-49",2038,6469445.3715,
24,"Y","15-49",2038,7342472.1285,
24,"N","15-49",2039,6675601.82860001,
24,"Y","15-49",2039,7548354.1714,
24,"N","15-49",2040,6883864.33839999,
24,"Y","15-49",2040,7757585.6616,
24,"N","15-49",2041,7095728.1449,
24,"Y","15-49",2041,7970305.8551,
24,"N","15-49",2042,7313160.74510001,
24,"Y","15-49",2042,8187100.2549,
24,"N","15-49",2043,7537065.53299999,
24,"Y","15-49",2043,8408742.467,
24,"N","15-49",2044,7766981.36819999,
24,"Y","15-49",2044,8634057.6318,
24,"N","15-49",2045,7999961.7891,
24,"Y","15-49",2045,8861033.7109,
24,"N","15-49",2046,8236628.03590001,
24,"Y","15-49",2046,9091933.4641,
24,"N","15-49",2047,8477418.11259998,
24,"Y","15-49",2047,9326421.3874,
24,"N","15-49",2048,8721942.18090001,
24,"Y","15-49",2048,9562752.3191,
24,"N","15-49",2049,8971477.49669999,
24,"Y","15-49",2049,9801623.5033,
24,"N","15-49",2050,9225573.91169999,
24,"Y","15-49",2050,10040013.5883,
28,"N","15-49",1970,8971.81250000001,
28,"Y","15-49",1970,5262.6875,
28,"N","15-49",1971,9203.25820000001,
28,"Y","15-49",1971,5290.7418,
28,"N","15-49",1972,9403.5627,
28,"Y","15-49",1972,5300.4373,
28,"N","15-49",1973,9596.36659999998,
28,"Y","15-49",1973,5305.1334,
28,"N","15-49",1974,9804.77170000002,
28,"Y","15-49",1974,5319.2283,
28,"N","15-49",1975,10039.9024,
28,"Y","15-49",1975,5355.0976,
28,"N","15-49",1976,10290.937,
28,"Y","15-49",1976,5414.563,
28,"N","15-49",1977,10543.6028,
28,"Y","15-49",1977,5496.3972,
28,"N","15-49",1978,10783.6247,
28,"Y","15-49",1978,5597.3753,
28,"N","15-49",1979,10996.9241,
28,"Y","15-49",1979,5712.5759,
28,"N","15-49",1980,11176.6058,
28,"Y","15-49",1980,5840.8942,
28,"N","15-49",1981,11324.0899,
28,"Y","15-49",1981,5980.9101,
28,"N","15-49",1982,11442.8896,
28,"Y","15-49",1982,6128.1104,
28,"N","15-49",1983,11538.4175,
28,"Y","15-49",1983,6283.0825,
28,"N","15-49",1984,11510.1673,
28,"Y","15-49",1984,6391.8327,
28,"N","15-49",1985,11311.8071,
28,"Y","15-49",1985,6444.6929,
28,"N","15-49",1986,11072.051,
28,"Y","15-49",1986,6487.949,
28,"N","15-49",1987,10853.0697,
28,"Y","15-49",1987,6519.9303,
28,"N","15-49",1988,10648.4987,
28,"Y","15-49",1988,6536.5013,
28,"N","15-49",1989,10460.3348,
28,"Y","15-49",1989,6535.1652,
28,"N","15-49",1990,10307.4822,
28,"Y","15-49",1990,6516.5178,
28,"N","15-49",1991,10353.4399,
28,"Y","15-49",1991,6598.5601,
28,"N","15-49",1992,10651.7805,
28,"Y","15-49",1992,6822.2195,
28,"N","15-49",1993,11017.3582,
28,"Y","15-49",1993,7077.6418,
28,"N","15-49",1994,11369.7753,
28,"Y","15-49",1994,7339.2247,
28,"N","15-49",1995,11705.7632,
28,"Y","15-49",1995,7606.2368,
28,"N","15-49",1996,12021.5227,
28,"Y","15-49",1996,7875.9773,
28,"N","15-49",1997,12342.8041,
28,"Y","15-49",1997,8135.6959,
28,"N","15-49",1998,12670.1745,
28,"Y","15-49",1998,8372.3255,
28,"N","15-49",1999,12977.6357,
28,"Y","15-49",1999,8592.3643,
28,"N","15-49",2000,13245.3958,
28,"Y","15-49",2000,8785.6042,
28,"N","15-49",2001,13466.1277,
28,"Y","15-49",2001,8936.8723,
28,"N","15-49",2002,13766.4976,
28,"Y","15-49",2002,8937.0024,
28,"N","15-49",2003,14052.8787,
28,"Y","15-49",2003,8911.1213,
28,"N","15-49",2004,14338.8562,
28,"Y","15-49",2004,8872.1438,
28,"N","15-49",2005,14655.5529,
28,"Y","15-49",2005,8833.9471,
28,"N","15-49",2006,14981.7105,
28,"Y","15-49",2006,8799.2895,
28,"N","15-49",2007,15296.389,
28,"Y","15-49",2007,8761.111,
28,"N","15-49",2008,15621.0763,
28,"Y","15-49",2008,8704.4237,
28,"N","15-49",2009,15938.3893,
28,"Y","15-49",2009,8622.6107,
28,"N","15-49",2010,16241.9718,
28,"Y","15-49",2010,8529.0282,
28,"N","15-49",2011,16534.4275,
28,"Y","15-49",2011,8428.5725,
28,"N","15-49",2012,16787.2667,
28,"Y","15-49",2012,8326.7333,
28,"N","15-49",2013,16969.8057,
28,"Y","15-49",2013,8217.1943,
28,"N","15-49",2014,17074.0635,
28,"Y","15-49",2014,8100.4365,
28,"N","15-49",2015,17150.0149,
28,"Y","15-49",2015,7981.9851,
28,"N","15-49",2016,17201.557,
28,"Y","15-49",2016,7865.943,
28,"N","15-49",2017,17204.089,
28,"Y","15-49",2017,7757.911,
28,"N","15-49",2018,17178.7228,
28,"Y","15-49",2018,7656.7772,
28,"N","15-49",2019,17124.091,
28,"Y","15-49",2019,7557.909,
28,"N","15-49",2020,17036.5353,
28,"Y","15-49",2020,7472.4647,
28,"N","15-49",2021,16942.8131,
28,"Y","15-49",2021,7401.6869,
28,"N","15-49",2022,16872.1224,
28,"Y","15-49",2022,7346.3776,
28,"N","15-49",2023,16860.5778,
28,"Y","15-49",2023,7316.9222,
28,"N","15-49",2024,16881.0299,
28,"Y","15-49",2024,7301.4701,
28,"N","15-49",2025,16834.4562,
28,"Y","15-49",2025,7294.5438,
28,"N","15-49",2026,16725.3415,
28,"Y","15-49",2026,7291.6585,
28,"N","15-49",2027,16599.8883,
28,"Y","15-49",2027,7294.6117,
28,"N","15-49",2028,16449.4686,
28,"Y","15-49",2028,7314.5314,
28,"N","15-49",2029,16276.4363,
28,"Y","15-49",2029,7343.5637,
28,"N","15-49",2030,16095.7522,
28,"Y","15-49",2030,7378.2478,
28,"N","15-49",2031,15894.1308,
28,"Y","15-49",2031,7416.3692,
28,"N","15-49",2032,15667.5262,
28,"Y","15-49",2032,7449.9738,
28,"N","15-49",2033,15411.7078,
28,"Y","15-49",2033,7487.2922,
28,"N","15-49",2034,15143.5037,
28,"Y","15-49",2034,7532.4963,
28,"N","15-49",2035,14897.5396,
28,"Y","15-49",2035,7574.9604,
28,"N","15-49",2036,14656.3177,
28,"Y","15-49",2036,7610.1823,
28,"N","15-49",2037,14405.289,
28,"Y","15-49",2037,7644.211,
28,"N","15-49",2038,14153.5873,
28,"Y","15-49",2038,7685.4127,
28,"N","15-49",2039,13900.0971,
28,"Y","15-49",2039,7733.9029,
28,"N","15-49",2040,13621.8074,
28,"Y","15-49",2040,7776.1926,
28,"N","15-49",2041,13341.1435,
28,"Y","15-49",2041,7824.3565,
28,"N","15-49",2042,13070.7954,
28,"Y","15-49",2042,7887.7046,
28,"N","15-49",2043,12789.0418,
28,"Y","15-49",2043,7943.9582,
28,"N","15-49",2044,12494.6359,
28,"Y","15-49",2044,7995.3641,
28,"N","15-49",2045,12182.3837,
28,"Y","15-49",2045,8049.1163,
28,"N","15-49",2046,11858.0356,
28,"Y","15-49",2046,8102.9644,
28,"N","15-49",2047,11533.6515,
28,"Y","15-49",2047,8164.8485,
28,"N","15-49",2048,11221.0137,
28,"Y","15-49",2048,8246.9863,
28,"N","15-49",2049,10914.0799,
28,"Y","15-49",2049,8351.4201,
28,"N","15-49",2050,10582.9779,
28,"Y","15-49",2050,8446.5221,
31,"N","15-49",1970,412985.604,
31,"Y","15-49",1970,775926.396,
31,"N","15-49",1971,439586.415400001,
31,"Y","15-49",1971,787517.5846,
31,"N","15-49",1972,467104.2615,
31,"Y","15-49",1972,800980.2385,
31,"N","15-49",1973,495285.761900001,
31,"Y","15-49",1973,816381.2381,
31,"N","15-49",1974,524595.2771,
31,"Y","15-49",1974,832970.7229,
31,"N","15-49",1975,554966.922900001,
31,"Y","15-49",1975,850538.0771,
31,"N","15-49",1976,590285.721499999,
31,"Y","15-49",1976,871856.2785,
31,"N","15-49",1977,629334.4221,
31,"Y","15-49",1977,897773.0779,
31,"N","15-49",1978,664495.931699999,
31,"Y","15-49",1978,923824.0683,
31,"N","15-49",1979,690151.7998,
31,"Y","15-49",1979,946234.7002,
31,"N","15-49",1980,706210.919399999,
31,"Y","15-49",1980,965772.0806,
31,"N","15-49",1981,719651.746000001,
31,"Y","15-49",1981,988655.254,
31,"N","15-49",1982,729320.257199999,
31,"Y","15-49",1982,1012384.2428,
31,"N","15-49",1983,736145.321000001,
31,"Y","15-49",1983,1035055.179,
31,"N","15-49",1984,741098.2585,
31,"Y","15-49",1984,1059932.2415,
31,"N","15-49",1985,742488.412499999,
31,"Y","15-49",1985,1084284.5875,
31,"N","15-49",1986,740946.9051,
31,"Y","15-49",1986,1104854.5949,
31,"N","15-49",1987,738829.548500001,
31,"Y","15-49",1987,1121153.4515,
31,"N","15-49",1988,737473.078800001,
31,"Y","15-49",1988,1135723.9212,
31,"N","15-49",1989,731226.4013,
31,"Y","15-49",1989,1140745.5987,
31,"N","15-49",1990,724462.082299998,
31,"Y","15-49",1990,1142853.9177,
31,"N","15-49",1991,724801.034200002,
31,"Y","15-49",1991,1154514.9658,
31,"N","15-49",1992,732117.519699999,
31,"Y","15-49",1992,1173576.4803,
31,"N","15-49",1993,743625.413599999,
31,"Y","15-49",1993,1201883.0864,
31,"N","15-49",1994,765264.565299999,
31,"Y","15-49",1994,1240568.9347,
31,"N","15-49",1995,795996.946899998,
31,"Y","15-49",1995,1285581.5531,
31,"N","15-49",1996,826815.245000002,
31,"Y","15-49",1996,1329557.255,
31,"N","15-49",1997,858035.027500001,
31,"Y","15-49",1997,1370061.4725,
31,"N","15-49",1998,890209.946599999,
31,"Y","15-49",1998,1409266.0534,
31,"N","15-49",1999,920540.794199998,
31,"Y","15-49",1999,1442470.7058,
31,"N","15-49",2000,949168.9859,
31,"Y","15-49",2000,1469541.5141,
31,"N","15-49",2001,980169.073400001,
31,"Y","15-49",2001,1496596.4266,
31,"N","15-49",2002,1012091.9249,
31,"Y","15-49",2002,1521984.0751,
31,"N","15-49",2003,1043152.6806,
31,"Y","15-49",2003,1546718.8194,
31,"N","15-49",2004,1073469.5695,
31,"Y","15-49",2004,1570444.4305,
31,"N","15-49",2005,1102748.5017,
31,"Y","15-49",2005,1591850.4983,
31,"N","15-49",2006,1128610.3585,
31,"Y","15-49",2006,1610952.6415,
31,"N","15-49",2007,1150171.6359,
31,"Y","15-49",2007,1626745.8641,
31,"N","15-49",2008,1167304.1037,
31,"Y","15-49",2008,1638837.8963,
31,"N","15-49",2009,1178495.7196,
31,"Y","15-49",2009,1647189.7804,
31,"N","15-49",2010,1181600.3339,
31,"Y","15-49",2010,1651896.6661,
31,"N","15-49",2011,1177755.0392,
31,"Y","15-49",2011,1654817.9608,
31,"N","15-49",2012,1167342.8834,
31,"Y","15-49",2012,1657203.1166,
31,"N","15-49",2013,1148211.3319,
31,"Y","15-49",2013,1657700.1681,
31,"N","15-49",2014,1125436.9578,
31,"Y","15-49",2014,1658156.0422,
31,"N","15-49",2015,1102699.755,
31,"Y","15-49",2015,1657995.745,
31,"N","15-49",2016,1088074.9147,
31,"Y","15-49",2016,1648969.5853,
31,"N","15-49",2017,1085643.9064,
31,"Y","15-49",2017,1634266.5936,
31,"N","15-49",2018,1090064.4428,
31,"Y","15-49",2018,1621642.5572,
31,"N","15-49",2019,1091005.5913,
31,"Y","15-49",2019,1615953.9087,
31,"N","15-49",2020,1088593.8667,
31,"Y","15-49",2020,1615331.6333,
31,"N","15-49",2021,1091438.4535,
31,"Y","15-49",2021,1614101.0465,
31,"N","15-49",2022,1099763.0711,
31,"Y","15-49",2022,1613912.4289,
31,"N","15-49",2023,1107627.7597,
31,"Y","15-49",2023,1607508.2403,
31,"N","15-49",2024,1119480.0998,
31,"Y","15-49",2024,1601264.9002,
31,"N","15-49",2025,1139412.9772,
31,"Y","15-49",2025,1600921.0228,
31,"N","15-49",2026,1159176.0879,
31,"Y","15-49",2026,1598627.4121,
31,"N","15-49",2027,1178958.2966,
31,"Y","15-49",2027,1595556.7034,
31,"N","15-49",2028,1198268.0954,
31,"Y","15-49",2028,1592263.4046,
31,"N","15-49",2029,1214342.8077,
31,"Y","15-49",2029,1588181.1923,
31,"N","15-49",2030,1225829.6496,
31,"Y","15-49",2030,1582485.8504,
31,"N","15-49",2031,1232762.7247,
31,"Y","15-49",2031,1575491.7753,
31,"N","15-49",2032,1234863.2242,
31,"Y","15-49",2032,1568537.7758,
31,"N","15-49",2033,1229280.8353,
31,"Y","15-49",2033,1560293.1647,
31,"N","15-49",2034,1222387.0556,
31,"Y","15-49",2034,1550283.9444,
31,"N","15-49",2035,1215390.2174,
31,"Y","15-49",2035,1538404.2826,
31,"N","15-49",2036,1204757.3058,
31,"Y","15-49",2036,1523797.6942,
31,"N","15-49",2037,1192623.5552,
31,"Y","15-49",2037,1507497.9448,
31,"N","15-49",2038,1178896.4107,
31,"Y","15-49",2038,1488873.5893,
31,"N","15-49",2039,1161756.01,
31,"Y","15-49",2039,1468766.99,
31,"N","15-49",2040,1141533.9809,
31,"Y","15-49",2040,1447753.0191,
31,"N","15-49",2041,1122953.3069,
31,"Y","15-49",2041,1426587.1931,
31,"N","15-49",2042,1107299.7834,
31,"Y","15-49",2042,1406907.7166,
31,"N","15-49",2043,1094492.0254,
31,"Y","15-49",2043,1388087.9746,
31,"N","15-49",2044,1082407.301,
31,"Y","15-49",2044,1371910.199,
31,"N","15-49",2045,1070943.8238,
31,"Y","15-49",2045,1359609.1762,
31,"N","15-49",2046,1063029.7329,
31,"Y","15-49",2046,1351144.2671,
31,"N","15-49",2047,1058838.3558,
31,"Y","15-49",2047,1347375.6442,
31,"N","15-49",2048,1057895.4544,
31,"Y","15-49",2048,1347591.0456,
31,"N","15-49",2049,1057753.0455,
31,"Y","15-49",2049,1349534.4545,
31,"N","15-49",2050,1057736.3913,
31,"Y","15-49",2050,1352629.6087,
32,"N","15-49",1970,2391980.5048,
32,"Y","15-49",1970,3645052.9952,
32,"N","15-49",1971,2437561.6177,
32,"Y","15-49",1971,3683739.3823,
32,"N","15-49",1972,2482279.3831,
32,"Y","15-49",1972,3723033.6169,
32,"N","15-49",1973,2524989.8192,
32,"Y","15-49",1973,3762641.6808,
32,"N","15-49",1974,2567414.5013,
32,"Y","15-49",1974,3801598.9987,
32,"N","15-49",1975,2606730.5486,
32,"Y","15-49",1975,3837907.4514,
32,"N","15-49",1976,2640628.7613,
32,"Y","15-49",1976,3871160.7387,
32,"N","15-49",1977,2673061.5907,
32,"Y","15-49",1977,3902550.9093,
32,"N","15-49",1978,2705909.0862,
32,"Y","15-49",1978,3933001.9138,
32,"N","15-49",1979,2739419.8997,
32,"Y","15-49",1979,3965199.6003,
32,"N","15-49",1980,2772929.3479,
32,"Y","15-49",1980,4001528.6521,
32,"N","15-49",1981,2807519.0317,
32,"Y","15-49",1981,4042736.4683,
32,"N","15-49",1982,2846265.75,
32,"Y","15-49",1982,4089402.75,
32,"N","15-49",1983,2891998.6705,
32,"Y","15-49",1983,4141550.8295,
32,"N","15-49",1984,2944388.8908,
32,"Y","15-49",1984,4197214.6092,
32,"N","15-49",1985,3001897.8135,
32,"Y","15-49",1985,4253519.6865,
32,"N","15-49",1986,3064692.83939999,
32,"Y","15-49",1986,4309047.6606,
32,"N","15-49",1987,3132337.32039999,
32,"Y","15-49",1987,4365171.6796,
32,"N","15-49",1988,3204283.1412,
32,"Y","15-49",1988,4422772.8588,
32,"N","15-49",1989,3280001.46729999,
32,"Y","15-49",1989,4480142.0327,
32,"N","15-49",1990,3358756.857,
32,"Y","15-49",1990,4535282.643,
32,"N","15-49",1991,3439060.81909999,
32,"Y","15-49",1991,4586080.6809,
32,"N","15-49",1992,3521327.239,
32,"Y","15-49",1992,4634288.261,
32,"N","15-49",1993,3605047.5981,
32,"Y","15-49",1993,4682662.9019,
32,"N","15-49",1994,3687112.0633,
32,"Y","15-49",1994,4731280.9367,
32,"N","15-49",1995,3766557.2432,
32,"Y","15-49",1995,4779563.7568,
32,"N","15-49",1996,3842074.7029,
32,"Y","15-49",1996,4827344.2971,
32,"N","15-49",1997,3912244.67620001,
32,"Y","15-49",1997,4874891.3238,
32,"N","15-49",1998,3976967.66720001,
32,"Y","15-49",1998,4922716.8328,
32,"N","15-49",1999,4037689.0424,
32,"Y","15-49",1999,4972470.9576,
32,"N","15-49",2000,4094613.62499999,
32,"Y","15-49",2000,5022747.375,
32,"N","15-49",2001,4148499.17050001,
32,"Y","15-49",2001,5072277.3295,
32,"N","15-49",2002,4221526.98489999,
32,"Y","15-49",2002,5101177.0151,
32,"N","15-49",2003,4295468.0721,
32,"Y","15-49",2003,5129365.9279,
32,"N","15-49",2004,4371224.90400001,
32,"Y","15-49",2004,5157393.596,
32,"N","15-49",2005,4449683.81619999,
32,"Y","15-49",2005,5185258.6838,
32,"N","15-49",2006,4531083.7976,
32,"Y","15-49",2006,5212522.7024,
32,"N","15-49",2007,4613533.24539999,
32,"Y","15-49",2007,5239601.7546,
32,"N","15-49",2008,4698321.5117,
32,"Y","15-49",2008,5268012.9883,
32,"N","15-49",2009,4785093.18149999,
32,"Y","15-49",2009,5296521.3185,
32,"N","15-49",2010,4870776.1096,
32,"Y","15-49",2010,5324151.8904,
32,"N","15-49",2011,4953195.55669999,
32,"Y","15-49",2011,5352483.9433,
32,"N","15-49",2012,5031706.51790001,
32,"Y","15-49",2012,5380505.4821,
32,"N","15-49",2013,5107649.12620001,
32,"Y","15-49",2013,5407971.8738,
32,"N","15-49",2014,5184436.577,
32,"Y","15-49",2014,5435847.923,
32,"N","15-49",2015,5262591.40190001,
32,"Y","15-49",2015,5464751.5981,
32,"N","15-49",2016,5339783.1923,
32,"Y","15-49",2016,5493485.8077,
32,"N","15-49",2017,5415523.23670001,
32,"Y","15-49",2017,5519415.7633,
32,"N","15-49",2018,5489069.76149999,
32,"Y","15-49",2018,5541715.2385,
32,"N","15-49",2019,5560368.76050001,
32,"Y","15-49",2019,5560361.2395,
32,"N","15-49",2020,5631757.54339999,
32,"Y","15-49",2020,5574184.9566,
32,"N","15-49",2021,5704011.4587,
32,"Y","15-49",2021,5579476.5413,
32,"N","15-49",2022,5773352.5111,
32,"Y","15-49",2022,5581788.9889,
32,"N","15-49",2023,5845769.38459999,
32,"Y","15-49",2023,5583922.1154,
32,"N","15-49",2024,5918339.27790001,
32,"Y","15-49",2024,5584559.2221,
32,"N","15-49",2025,5986856.6231,
32,"Y","15-49",2025,5583645.8769,
32,"N","15-49",2026,6052936.18450001,
32,"Y","15-49",2026,5580655.8155,
32,"N","15-49",2027,6109493.74270001,
32,"Y","15-49",2027,5574514.7573,
32,"N","15-49",2028,6158552.64740001,
32,"Y","15-49",2028,5568757.3526,
32,"N","15-49",2029,6210230.78289999,
32,"Y","15-49",2029,5566198.2171,
32,"N","15-49",2030,6260369.95790001,
32,"Y","15-49",2030,5566765.5421,
32,"N","15-49",2031,6297963.01829999,
32,"Y","15-49",2031,5570169.4817,
32,"N","15-49",2032,6322251.53279999,
32,"Y","15-49",2032,5574569.4672,
32,"N","15-49",2033,6331207.86320001,
32,"Y","15-49",2033,5582670.6368,
32,"N","15-49",2034,6313265.8568,
32,"Y","15-49",2034,5596109.1432,
32,"N","15-49",2035,6256299.1341,
32,"Y","15-49",2035,5612014.3659,
32,"N","15-49",2036,6175285.8164,
32,"Y","15-49",2036,5627864.6836,
32,"N","15-49",2037,6085185.6903,
32,"Y","15-49",2037,5641147.8097,
32,"N","15-49",2038,5986759.22369999,
32,"Y","15-49",2038,5652732.7763,
32,"N","15-49",2039,5887793.95209999,
32,"Y","15-49",2039,5663614.5479,
32,"N","15-49",2040,5791129.3067,
32,"Y","15-49",2040,5668985.1933,
32,"N","15-49",2041,5696396.054,
32,"Y","15-49",2041,5668917.446,
32,"N","15-49",2042,5603015.5619,
32,"Y","15-49",2042,5666008.9381,
32,"N","15-49",2043,5509614.52929999,
32,"Y","15-49",2043,5661212.9707,
32,"N","15-49",2044,5415798.8719,
32,"Y","15-49",2044,5655273.1281,
32,"N","15-49",2045,5327397.20829999,
32,"Y","15-49",2045,5645389.2917,
32,"N","15-49",2046,5243971.1053,
32,"Y","15-49",2046,5634854.8947,
32,"N","15-49",2047,5163518.96450001,
32,"Y","15-49",2047,5625995.0355,
32,"N","15-49",2048,5084762.6205,
32,"Y","15-49",2048,5618184.3795,
32,"N","15-49",2049,5005057.80040001,
32,"Y","15-49",2049,5610704.1996,
32,"N","15-49",2050,4926837.8795,
32,"Y","15-49",2050,5601368.6205,
36,"N","15-49",1970,1236980.3943,
36,"Y","15-49",1970,1768764.6057,
36,"N","15-49",1971,1278815.2705,
36,"Y","15-49",1971,1828568.2295,
